,OPEN,HIGH,LOW,CLOSE,PE,MACD,SAR,RSI,BOLL,STD,WR,KDJ,CCI,ROC
2005-01-03,64.78,65.11,62.6,63.29,,1.1391779173638383,65.20095228215159,39.48570519427785,64.70369230769231,2.481494432819938,71.35593220338986,51.11127110533903,-60.29260737074247,-3.0186944529574102
2005-01-04,63.8,65.47,62.97,63.94,,1.0435597566138313,65.47,48.3159600830285,64.68023076923079,2.485127594013344,60.3389830508475,52.495233368471624,-16.372978186674356,-3.9882275211724516
2005-01-05,64.35,65.25,64.05,64.5,,1.0014251889992707,65.2978,55.09090112782557,64.52869230769232,2.1703014667419773,50.84745762711865,58.87596454584269,31.93897120639029,-0.753962148022765
2005-01-06,64.685,64.91,63.33,64.55,,0.9609901267485768,65.135932,55.712899909761745,64.43253846153847,2.1385034768445643,45.77205882352954,63.61711476545457,22.799422799421727,2.917729591836732
2005-01-07,65.0,69.63,64.75,69.25,,1.293287555164703,62.97,82.71587683915342,64.48869230769232,2.578299658614728,4.7322540473224874,74.073678972924,359.08508629988825,8.729784895588008
2005-01-10,69.9,70.7,67.88,68.96,,1.515762320389129,63.1032,79.14291931278319,64.63292307692308,2.4549553434190856,19.120879120879216,75.5552921547888,271.8106048984985,8.172549019607834
2005-01-11,68.26,69.15,64.14,64.56,,1.3217951157029972,63.407072,44.30161257307617,64.70523076923078,2.663140918052706,70.98265895953753,58.436038391258386,60.0563146058924,0.8592407436338027
2005-01-12,65.35,65.9,63.3,65.46,,1.2265581876360443,63.3,49.73328931113713,64.69292307692308,2.4928323261448355,60.578034682081,50.72690625260844,-3.2757599588353945,2.265271051398201
2005-01-13,73.65,74.42,69.73,69.8,,1.484175315929619,63.596,67.86658231232359,64.9586923076923,2.6464334269348075,37.348423605497196,54.12250602965773,219.26957764086092,10.512982900569982
2005-01-14,70.2,71.72,69.19,70.2,,1.7010072504510134,64.24544,69.09944306334256,65.22484615384616,2.6463179246177146,34.114793856103454,57.129705620936306,137.94726630832386,9.379869118105322
2005-01-18,69.74,70.7,69.21,70.65,,1.8874025581193337,64.85591360000001,70.62113216916902,65.48100000000001,2.6429902798560265,31.895093062605717,60.11884451467697,104.4509881646755,9.027777777777791
2005-01-19,70.49,71.46,69.75,69.88,,1.9505054053452966,65.429758784,64.13597123847252,65.66292307692308,2.6428830110042765,38.40947546531308,59.803450299952495,90.13206162875989,8.509316770186318
2005-01-20,69.65,71.27,69.47,70.46,,2.023984782455713,65.96917325696,66.88470820182908,65.87638461538462,2.641151621173279,33.502538071066056,61.331796602846005,77.64719743159235,10.197059743509534
2005-01-21,71.22,71.6,70.0,70.49,,2.060881903753554,66.3142228615424,67.0414973815963,66.07638461538463,2.6413558315188355,34.323144104803546,62.44062219566231,74.46581468025113,9.286821705426348
2005-01-24,70.98,71.78,70.55,70.76,,2.0878425326478407,66.63136948984986,68.64481872285675,66.2879230769231,2.6402634997763337,32.913669064748156,63.989191775525484,73.82240768160794,9.62044926413634
2005-01-25,71.41,72.84,70.94,72.05,,2.1880784381046396,67.04325993066188,75.48284008070505,66.49769230769232,2.634843521546978,21.3129496402878,68.88847797025439,89.86181592582359,4.0433212996389845
2005-01-26,72.68,72.75,71.22,72.25,,2.257629891803205,67.62293393759569,76.43880082561279,66.77692307692308,2.5747598842792687,19.51438848920864,65.42852004900324,88.70561509210381,4.770881670533652
2005-01-27,72.16,72.92,71.55,72.64,,2.317504906617728,68.14464054383612,78.40878542084182,67.15846153846155,2.4466652825089334,16.00719424460432,74.45011256171261,98.23513476906439,12.515489467162327
2005-01-28,72.62,73.98,72.44,73.98,,2.4448998053286317,68.71768367857578,83.94390308838058,67.55423076923078,2.4519975031506114,3.956834532374079,82.96674170780841,134.16691904988602,13.015582034830448
2005-01-31,74.58,77.89,74.51,76.9,,2.7497829902977884,69.45440796357518,90.38765163907205,68.06,2.534834537360646,6.785469499657262,84.72525456688417,203.20662011895485,10.171919770773652
2005-01-31,74.58,77.89,74.51,76.9,,2.7497829902977884,69.45440796357518,90.38765163907205,68.06,2.534834537360646,6.785469499657262,84.72525456688417,203.20662011895485,10.171919770773652
2005-02-01,77.05,77.77,76.58,77.53,,3.007571434472524,70.80410268940315,91.29241550116934,68.58000000000001,2.533868147840343,4.137931034482751,88.39165823065439,191.54902028465185,10.441595441595439
2005-02-02,77.95,79.91,77.69,79.63,,3.342789486923138,71.93784625909865,93.67411524950683,69.21346153846154,2.523808427967763,2.6119402985074736,91.31929586719036,191.28306276235142,13.433048433048423
2005-02-03,79.1,79.43,77.33,77.81,,3.4221450609294806,73.37283393246089,72.92873747618664,69.73769230769231,2.5960817242455003,19.626168224299008,86.73423143282777,125.58096300427518,10.134465675866943
2005-02-04,77.87,78.93,77.53,78.84,,3.5274846694993442,74.54952382461794,76.46796382099318,70.29153846153847,2.5970898574270143,9.999999999999934,87.17993726885659,105.58654756608131,12.821980538065267
2005-02-07,78.93,79.35,77.5,78.94,,3.57779365433899,75.5144095361867,76.82101547820831,70.83538461538461,2.600146089502123,9.06542056074765,87.73253969055342,90.26562623157533,12.965082999427594
2005-02-08,79.07,81.38,78.79,80.9,,3.7327902247479585,76.3056158196731,82.86681939170474,71.47,2.6039085201674466,3.9441248972883294,90.194022730291,107.23180076628323,15.76989124212938
2005-02-09,81.04,81.99,78.1,78.74,,3.639379671937334,77.32049265573848,61.61394795271531,72.06423076923076,2.6484780668132464,25.430359937402187,82.11887728267219,81.35955174965618,12.678878076702919
2005-02-10,78.72,79.28,76.66,78.36,,3.4944069633599355,76.66,58.44928654469791,72.61884615384615,2.661574751069236,28.40375586854456,71.90278093354617,43.654670599803495,12.135088723526051
2005-02-11,79.86,81.76,78.94,81.21,,3.568352482698316,77.726,71.58468389263852,73.26153846153846,2.718414128437508,6.103286384976534,76.46260565009054,95.8160053705782,16.2135088723526
2005-02-14,82.73,84.79,82.05,84.63,,3.858442533659172,78.5788,80.47360837980337,74.03384615384616,2.786875643219695,1.026957637997501,83.65239720666138,165.83119824737315,21.107613050944476
2005-02-15,86.66,89.08,86.0,88.41,,4.34328867006829,79.82104,86.19945679074736,74.77076923076925,2.5837932513474438,3.3719174635128413,87.30342315119346,230.97574880498178,26.51688609044076
2005-02-16,88.15,90.2,87.35,90.13,,4.810865686684338,81.672832,88.10417340050947,75.58500000000001,2.5743303279413707,0.337674867342052,91.36328653211024,198.69706840390845,27.916548396253198
2005-02-17,90.65,90.88,87.45,87.81,,4.937305050851521,83.3782656,72.01608390747624,76.47923076923078,2.217339848346191,14.339093881363818,87.04575407813445,141.2817868103035,24.57086111505179
2005-02-18,87.74,87.86,86.25,86.81,,4.900329566357414,84.87861248,65.80117323602643,77.30038461538463,2.2642253432270816,19.492337164750932,81.82328284065035,87.45108423809094,22.682306387789705
2005-02-22,86.3,88.3,85.29,85.29,,4.694262396837985,90.88,56.85212363871885,77.89615384615387,2.032529285933368,28.034102306920712,74.77857862138062,63.34903808402032,18.0484429065744
2005-02-23,86.72,88.45,85.55,88.23,,4.713847806509818,90.7682,67.20454476078305,78.58961538461539,2.0971823303431183,13.479145473041667,76.97381097027814,70.45275280012612,21.462004405286347
2005-02-24,88.48,89.31,87.73,88.93,,4.7313138932155425,90.65863599999999,69.30848222103069,79.2926923076923,2.09663073923079,10.087946197620221,79.20532121636636,79.85277644423117,20.208164368748314
2005-02-25,89.62,89.91,88.19,88.99,,4.695866366922715,90.55126327999999,69.50967651096643,80.0276923076923,2.0645145308837893,10.249457700650764,79.0021129739913,75.94964403131563,15.72171651495447
2005-02-28,44.68,45.14,43.96,44.86,,1.0942380615146874,90.44603801439999,10.243446311595159,79.04307692307692,10.126181781431942,98.08184143222508,53.30746150525251,-366.7177771582565,-42.13852702179802
2005-03-01,44.99,45.11,44.16,44.5,,-1.7687383949903506,88.58659649382399,10.158655636287104,78.04346153846154,10.124108305052623,98.84910485933503,35.92193938372333,-228.16280314389465,-44.11653899284189
2005-03-02,44.25,44.89,44.08,44.121,,-4.021888172651089,86.80153263407104,10.053522838319719,77.01888461538462,10.120172158518683,99.65686274509804,24.062338674116205,-156.3755576522625,-43.296491453540675
2005-03-02,44.25,44.89,44.08,44.121,,-4.021888172651089,86.80153263407104,10.053522838319719,77.01888461538462,10.120172158518683,99.65686274509804,24.062338674116205,-156.3755576522625,-43.296491453540675
2005-03-03,44.37,44.41,41.22,41.79,,-5.927291694491828,85.08787132870819,9.340114022480584,75.85503846153846,10.135009211690472,98.85219492549335,16.431782981347546,-122.56396489979015,-46.99391171993912
2005-03-04,42.76,43.01,41.85,42.81,,-7.27121420653809,82.4557990489857,12.596878051935208,74.72273076923078,10.157656730646618,96.7982279500604,12.043041190686823,-97.21193165398708,-52.50194163985354
2005-03-07,42.8,43.25,42.35,42.75,,-8.246068434420046,79.98165110604656,12.565016530284693,73.57311538461536,10.153725854189847,96.91904953685058,9.076137133902122,-80.18699713388976,-51.31533993850359
